id,text,category
966,평양 일 발 조선중앙통신 일부 로동신문 개인 필명 론평 대륙 간 탄도 로케트 화성 형 시험 발사 공화국 어쩌 보 려고 분별 잃 객 나발 불 대 미국 보내 엄중 경고 핵무력 고도 조치 공화국 상대 집요하 가하 미국 핵위협 공갈 영원히 종식 시키 조선반도 핵전쟁 막 정정당당하 자위 조치 라고 강조 론평 미국 추종 세력 떠들 대 처럼 공화국 핵억제력 강화 조치 국제 평화 안전 위협 국가 심히 자극 미국 무모 핵전쟁 불장난 소동 바로 국제 평화 안전 위협 라고 밝히 자주 존엄 높 공화국 자위 핵억제력 협상 탁 절대로 올려놓 이미 선택 국가 핵무력 강화 길 단 치 물러서 라고 론 평 다음 같이 경고 공화국 평화 파괴 세력 매도 유엔 정상 무역 활동 경제 교류 전면 차단 전대미문 악랄 제재 결의 꾸미 내 국가 선전 포고 나 다름없 천 군민 미국 함부로 접어들 ᆫ다면 단단히 본때 보이 일단 명령 내려지 미제 쌓이 쌓이 분노 총 폭발 시키 항복 서 도장 찍 놈 조차 세계 평화 안전 파괴 주범 인류 공동 원쑤 미국 비참 종말 고하 날 멀 끝,"sword
"
531,평양 일 발 조선중앙통신 일부 로동신문 개인 필명 론설 공화국 핵억제력 조선반도 평화 보장 경제 강국 건설 보검 라고 강조 론설 공화국 핵억제력 강화 조치 미국 가증 핵위협 전쟁 막 평화 보장 나라 안전 자주 권 지키 취하 라고 다음 같이 지적 특히 경우 상대 세계 최대 핵보유국 미국 항시 핵위협 가하 오 조건 그것 억제 있 힘 질량 강화 ᆫ다 강력 핵억제력 우 평화 부강 번영 으며 인민 행복 삶 반세기 이상 걸치 미국 끈질기 핵위협 공갈 끝장내 일단 전쟁 터지 침략 본거지 무 자비 징벌 자는 핵무력 강화 목적 인민 핵강국 안전 사회주의 부귀영화 마음껏 누리 자는 핵억제력 사명 핵억제력 어떤 정치 흥정 물 이나 경제 거래 물 그것 억만금 바꾸 민족 생명 통일 조선 국보 핵억제력 조선반도 뿐 동북아시아 세계 평화 안전 수호 위력 담보 미국 날 가 ᆯ수록 핵위협 강화 핵선제공격 기회 노리 조건 핵억제력 질량 강화 이것 철두철미 정정당당하 자위 권 행사 평화 조치 론설 누구 뭐 라고 든 미국 핵계속 위협 한 경제 건설 핵무력 건설 병진 시키 데 전략 로 선 튼튼히 틀어쥐 나가 라고 강조 끝,"sword
"
10556,평양 일 발 조선중앙통신 일부 로동신문 개인 필명 론설 얼마 전 유엔 무대 국가 완전 파괴 류례 망발 쏟 내 트럼프 정신병자 락인 조선 이미 미국 종국 파멸 피하 있 유일 출로 이제 라도 리 성 사고 시대 착오 대조 선 적대 시 정책 철회 뿐 엄숙히 경고 론설 밝히 말귀 알아듣 못하 저 소리 늙다리 트럼프 행동 보이 최선 라고 론설 다음 같이 강조 트럼프 같이 전쟁 밖에 모르 광신자 오직 불 다스리 ᆫ다 무슨 생각 따위 어망 처 망하 망발 줴 치 든 간 원쑤 이상 결과 지금껏 남 땅 전쟁 불 지르 다른 나라 민족 온갖 참화 들씌우 오만 침략자 저 땅 떨어지 폭탄 세상 어리석 타산 향하 세계 향하 핵공갈 일삼 미제 똑똑히 알 두 라 령도자 두리 천 겹 겹 성 새 쌓 산악 같이 뜨 천만 군민 힘 무한대 최고 존엄 자주 권 지키 선제 타격 권리 당당히 행사 려는 결심 의지 누구 꺾 못하 미국 땅덩어리 아무리 멀 넓 어도 정의 불 소나기 앞 초토화 비극 면하 잘못 시기 잘못 내리 판단 대책 망 동 놓 아무리 후회 어도 소용없 행성 침략 원흉 미제 마지막 놈 철저히 박멸 려는 바로 단호 결심 의지 끝,"sword
"
811,평양 일 발 조선중앙통신 일 유엔 군축 위원회 회의 조선 대표 핵군축 관련 공화국 립장 천명 연설 조선반도 정세 관련 미국 집요 퍼뜨리 북조선 위협 도발 설 황당 궤변 라고 도발 위협 조선 미국 으로부터 오 밝히 조선 취하 군사 대응 조치 미국 전쟁 도발 대처 정당 자위 조치 라고 언명 조선반도 정세 오늘 같이 일촉즉발 전쟁 상태 치닫 주권 국가 합법 위성 발사 권리 감히 거부 조선반도 정세 전면 전쟁 몰 오 미국 극단 대 조선 적대 시 정책 산물 라고 주장 미국 추구 목적 수단 방법 다 공화국 핵무장 해제 제도 전복 이루 보 자는 라고 까 밝히 세계 최대 핵보유국 미국 조선 항시 핵위협 가하 오 조건 공화국 핵보 검 더욱 억세 틀 쥐 핵무력 질량 억척 같이 다지 나가 다음 같이 강조 핵무력 지구 상 제국주의 남 핵위협 존재 한 절대로 포기 억만금 바꾸 민족 생명 통일 조선 국보 공화국 핵보유 법 고착 으며 인민군대 핵무력 경상 전투준비태세 완비 나가 조선민주주의인민공화국 책임 있 핵보유국 으로서 핵전파 방지 아시아 세계 평화 안전 수호 세계 비 핵실현 적극 노력 다 끝,"sword
"
10666,평양 일 발 조선중앙통신 일부 민주조선 개인 필명 론평 지상 대지 상 중장거리 전략 탄도 로케트 화성 형 시험 발사 대 성공 두 어리석 놀 대 트럼프 행정부 대결 망 동 미국 내 언론 전문가 군부 인물 저마끔 자중 권고 데 지적 론평 이번 높 경지 올라서 주체 조선 무진 막강 국력 남김없이 과시 ᆷ 으로써 힘 누르 려는 어떤 시도 절대로 용납 으며 상상 보복 타격 가하 능력 가지 데 세계 앞 똑똑히 보이 밝히 그렇 ᆷ 불구 트럼프 행정부 최대 압박 관여 대 조선 정책 수립 놓 정치 경제 군사 외교 포괄 분야 고립 질식 시키 대 조선 적대 시 정책 공세 벌리 비난 트럼프 행정부 대조 서 강경 일변도 정책 고집 다가 전략 실패 고배 마시 력사 무대 사라지 으면 안 력대 미 행정부 수치 스럽 응당 교훈 찾 대신 아직 사태 심각 느끼 못하 채 위험 도박판 손 떼 념 못 론 평 다음 같이 강조 트럼프 행정부 저 파멸 무덤 속 처박히 느냐 말 느냐 운명 갈림길 서 똑바로 명심 선택 바로 미국 과거 교훈 망각 대조 선 적대 시 정책 계속 매달리 미국 타격 핵공격 능력 그만큼 강화 로부터 초래 모든 책임 전적 미국 지 다 끝,"sword
"
7250,평양 일 발 조선중앙통신 일부 로동신문 개인 필명 론설 북남 대화 협력 모조리 파괴 외세 야합 공화국 해치 정치 군사 도발 발광 매달리 리명박패 당 집권 말기 이르 공공연히 북침 전쟁 도화선 불 달 데 나가 폭로 론설 침략 전쟁 환장 미제 남조선 괴뢰 종국 파멸 운명 처하 력사 필연 라고 밝히 지나 조선 전쟁 시기 미제 리 승만 괴뢰 당 추종 국가 용병 동원 청소 공화국 불의 무력 침공 단행 하지만 침략자 정의 성전 산악 같이 떨치 나서 군대 인민 영웅 투쟁 의하 비참 패배 면 못 전후 내외 호전 광 끊임없 무장 도발 속 일어나 미제 무장간첩 서 푸에블로 호 사건 EC 대형 간첩 비행기 사건 역시 미국 항복 막 내리 년대 들어서 이후 미국 남조선 괴뢰 핵사찰 운운 공화국 침략 전면 전쟁 도발 미치 날뛰 였 그러나 공화국 단호 준 전시 상태 선포 핵무기 전파 방지 조약 탈퇴 성명 적 매 얻어맞 미국 조미 기본 합의문 서명 조선 미국 대통령 담보 서한 보내 여 오 새 세기 들어오 계속 대결 전 공화국 련 전 련 승하 으며 미국 괴뢰패 당 련 은 참패 쓰라리 치욕 맛보 론설 일단 조선반도 포성 울리 그것 국지전 정도 가 전면 조국 통일 성전 이어지 라고 강조 미제 괴뢰 호전 광 노리 도발 기회 종국 파멸 앞당기 자멸 시각 라고 경고 끝,"sword
"
2749,평양 일 발 조선중앙통신 최근 미 국회 전략 인내 근본 관망 정책 라면서 대조 선 정책 실패 추궁 목소리 높 가 대 조선 문제 전문가 자처 저마끔 미국 대 조선 적대 시 정책 전환 필요 강조 일부 로동신문 개인 필명 론설 미국 운명 책임지 정치인 라면 이제 라도 상대방 누구 ᆫ가 똑바로 분별 없이 날뛰 말 ᆫ다고 경고 론설 오바마 행정부 집권 후 지금 조선 모든 핵활동 핵무기 포기 굴복 나오 기다리 ᆫ다는 전략 정책 매달리 조선 대화 포기 제재 압력 매달리 오 지적 다음 같이 계속 핵억제력 보유 건국 이후 반세기 이상 미국 적대 시 정책 끊임없 군사 압력 핵위협 시달리 못 부득불 내리 으면 안 결단 평화 위성 발사 문제 시 정치 국제 추종 세력 동원 집단 제재 가하 미국 사소 움직임 발작 일으키 유엔 안전 보장 리 사회 발동 사사건건 시비 질 으며 무슨 성명 채택 놀음 벌리 놓 미국 핵몽둥이 휘두르 제도 기어이 없애 버리 명백히 이상 막 대책 핵핵 대응 길 밖에 핵미국 핵위협 공갈 청산 유지 더욱 확대 강화 시키 자위 억제력 미국 저주 롭 핵몽둥이 꺾 버리 공정 세계 질서 구축 정의 보검 경제 건설 인민 생활 향상 힘 집중 려던 핵보유국 뜨 민 장본인 미국 무엇 으로써 전진 막 끝,"sword
"
949,평양 일 발 조선중앙통신 일 박근혜 현충일 추념 사 데 서 공화국 핵억제력 동북아시아 세계 평화 위협 중대 도발 라느니 민족 화합 통일 가로막 장애 라느니 악랄 중상 국제 사회 협력 추진 제재 압박 지속 시키 라고 떠들 그렇 ᆫ가 미국 련 합 방위 태세 유지 누구 자멸 악담 줴 치 대 일부 로동신문 개인 필명 론평 남조선 집권자 공화국 핵억제력 무슨 위협 이니 뭐 니 헐뜯 흑백 전도 현실 외곡 황당무계 궤변 라고 규탄 론평 다음 같이 지적 핵억제력 미국 핵전쟁 도발 책동 으로부터 조선반도 평화 안정 수호 동북아시아 세계 평화 이바지 정의 보검 민족 운명 지키 번영 담보 민족 공동 재보 미국 무 분별 핵전쟁 위협 속 조선 반도 지금 전쟁 불길 치솟 전적 강력 자위 핵억제력 공화국 자위 핵억제력 질량 날로 강하 사실 앞 미국 불안 공포 감추 못하 남조선 집권자 이런 상전 하내비 처럼 섬기 단호 응징 떠들 자멸 고아 대 이야말로 군대 막강 위력 보복 타격 순식간 녹 나 저 가련 운명 깨닫 못하 물덤벙술덤벙하며 종국 파멸 재촉 가소롭 추태 박근혜 어리석 북핵 포기 망상 사로잡히 남조선 망치 저 몸 해치 자멸 재촉 보다 이제 라도 세상 돌아가 형편 똑바로 처신 바로 라고 론평 강조 끝,"sword
"
2233,평양 일 발 조선중앙통신 조선 외무성 다음 내용 대변인 담화 발표 거듭 경고 불구 미국 끝끝내 남조선 괴뢰 함께 반대 침략 합동 군사 연습 벌리 놓 미국 남조선 강행 합동 군사 연습 조선반도 동북아시아 핵참화 속 몰아넣 으려는 가장 로 골 핵전쟁 책동 사상 최대 규모 감행 이번 합동 군사 연습 미 핵항공모함 물론 핵잠수함 핵전략 폭격기 스텔스 전투기 각종 전략 자산 대량 동원 여 불의 핵선제 공격 계획 실 동 훈련 벌리 ᆫ다 적 남조선 주변 수역 수많 핵공격 수단 방대하 침략 무력 끌어들이 벌리 전쟁 연습 소동 언제 실전 넘 가 ᆯ지 알 으며 조선반도 정세 또다시 핵전쟁 발발 접경 치닫 미국 핵전쟁 연습 책동 최근 핵무력 강화 걸 들 사상 최악 정치 경제 제재 압박 소동 매이 달리 속 감행 더욱 위험 적 무모 핵전쟁 소동 관련 혁명 무력 이미 선포 대로 초 강경 대응 조치 맞서 나가 적 공화국 자주 권 행사 령 역 단 점 불꽃 라도 날리 ᆫ다면 즉시 무 자비 군사 대응 개시 미제 대조 서 적대 시 정책 동조 분수 없이 이번 전쟁 연습 뛰여든 추종 세력 타격 목표 원칙 적립 장 천명 미국 마치 키 리졸브 독수리 합동 군사 연습 강행 핵보유 듯 여론 오도 려 이것 흑백 전도 궤변 미국 침략 합동 군사 연습 핵위협 책동 핵보유 훨씬 이전 끊임없이 감행 여 오 미국 극단 대조 선 적대 시 정책 합동 군사 연습 비롯 핵위협 공갈 핵무력 증강 책동 이야말로 하여금 자위 핵공격 능력 갖추 그것 고도 강화 으면 안 만드 근본 요인 다 현실 미국 추종 세력 핵위협 공갈 대처 조선반도 평화 안정 수호 유일 방도 침략자 도발 자 무 자비 쓸 버리 있 핵무력 질량 더욱 강화 힘 균형 이룩 뿐 명백히 보이 미국 새로 등장 행정부 힘 의하 평화 부르짖 으며 군사 압박 침략 기도 로골 드러내 놓 데 절대로 수수방관 미국 가하 오 핵전쟁 위험 근원 종식 시키 전략 핵무력 중추 자위 억제력 더욱 억척 같이 다지 나가 침략자 사소 불 질 라도 ᆫ다면 단호 보복 타격 가차 없이 짓뭉개 버리 군대 인민 의지 확고부동 주체 평양 끝,"sword
"
2373,조선통신 도꾜 조선중앙통신사 조선 의지 똑바로 제목 다음 내용 로 평 발표 경애 최 고령 도 자 동지 모시 진행 조선인민군 군종 합동 타격 시위 관련 세계 언론 끓 최근 AP 통신 UPI 통신 폭스뉴스 구글 뉴스 CNN 방송 VOA 방송 뉴욕 타임스 미국 언론 거 군 사상 최대 규모 화력 시위 조선 핵무기 절대로 포기 미국 끝 싸우 의지 과시 평 인디아 신문 힌두스탄 타임스 이번 군종 합동 타격 시위 미국 위협 조금 놀라 식 초강경메쎄지 군사 모험 길 나오 ᆫ다면 강력 핵선제 타격 미국 송두리 채 날리 보내 경고 보내 ᆫ다고 강조 이것 정의 핵보검 틀어쥐 미국 극악 무도 대조 선 적대 시 정책 핵위협 공갈 맞서 싸우 려는 조선 철 의지 국제 사회 확고하 견해 오늘 조선반도 정세 반세기 훨씬 넘 조미 대결 력 사상 최악 위기 처하 최대 압박 관여 대 조선 정책 책정 미국 트럼프 행정부 남조선 사상 최대 규모 합동 군사 연습 벌리 놓 데 잇 각종 핵전략 자산 련 잇 조선반도 들이밀 정세 핵전쟁 접경 몰아가 지어 수리아 아프가니스탄 저 군사 공격 그 무슨 강력 경고 ᆫ다고 국제 무대 핵위협 공갈 제재 극대 미국 대조 서 제재 핵위협 강화 조선 막강 핵공격력 날로 증대 시키 결과 초래 새 형 전략 무기 개발 혁명 무력 지상 공중 해상 수중 임의 공간 가장 정확 가장 신속 무 자비 보복 타격 원쑤 짓뭉개 놓 있 였 전면 전쟁 전면 전쟁 핵전쟁 식 핵타격 전 주저 없이 맞대응 초 정밀 지능 위력 타격 수단 이미 실전 배 비 되 으며 아시아 태평양 미제 침략군 기지 미국 본토 조준 경 안 넣 항시 발사 대기 상태 지금 조선 취하 모든 군사 조치 미국 추종 세력 악랄 가하 오 날강도 핵공갈 위협 반 공화국 고립 압살 책동 대처 정정당당 자위 주권 행사 외세 가증 핵전쟁 위협 으로부터 민족 존엄 생존 권 지키 평화 안정 수호 자위 조치 주권 국가 합법 권리 어떤 국제법 저촉 는다 이미 조선 핵무력 고도 조치 최고 수뇌부 결심 임의 시각 임의 장소 다발 련 발 계속 진행 엄숙히 천명 무모 군사 도발 일삼 미제 추종 세력 무 자비 핵불 소나기 퍼붓 조국 통일 대업 반드시 이룩 야 말 천만 군민 의지 확고부동 끝,"sword
"
5319,평양 일 발 조선중앙통신 자위적 국방 공업 억척 다지 나가 려는 조선 정당하 립 장 지지 백두산 위 칭송 대회 스위스 준비 위원회 스위스 조선 위원회 스위스 주체 사상 연구소 조 공동 성명 발표 성명 유엔 안전 보장 리 사회 핵무력 강화 조선 탄도 로케트 시험 발사 걸 들 제재 결의 또 다시 조작 내 으며 조선 단호히 배격 데 지적 다음 같이 강조 제재 결의 조작 내 나라 조선 핵무력 눈부시 발전 조금 라도 지체 시키 거나 막 보 있 생각 ᆫ다면 그것 완전 오산 부당 전제 조건 내세우 최대 압박 가하 대화 운운 는다 조선 미국 추종 세력 조선반도 핵문제 근원 해결 방도 깨닫 옳 바르 선택 주체 타 을 다발 련 발 쏘 올리 대 조선 제재 결의 반대 유엔 안전 보장 리 사회 미국 꼭두각시 끝,"sword
"
1473,평양 일 발 조선중앙통신 김여정 조선로동당 중앙 위원회 부부장 다음 내용 담화 발표 남조선 국방부 장관 지나 일 군대 대남 타격 가능 수단 선제 타격 운운 극도 불안감 드러내 되게 겁 먹 서욱 느닷없 허세 여지없이 드러나 저 군대 그만큼 잘 준비 여 점 국민 소개 싶 있 자리 그렇 군 대표 ᆫ다는 자 적 칭하 선제 타격 운운 돌이키 대단히 크 실수 이미 남조선 주적 ᆷ 명백히 밝히 다시 남조선 군 국가 반대 그 어떻 군사 행동 취하 는다면 공격 대상 는다는 전쟁 반대 ᆫ다 쌍방 군대 서로 싸우 전쟁 이나 전투 누구 이기 떠나 민족 전체 반세기 전 처럼 아니 보다 깊 상처 입 명백히 그런 전쟁 반대 ᆫ다 원수 님 께서 그래서 이미 주적 전쟁 자체 라고 천명 시 그런데 남조선 군 적 칭하 어떤 조건 하 전제 달 선제 타격 가능 운운 자체 매우 위험 좋 발상 누구 다치 는다면 결단코 누구 먼저 치 는다 하지만 남조선 어떤 리유 든 설사 오판 인하 든 서욱이 언급 선제 타격 군사 행동 나서 ᆫ다면 상황 달라지 남조선 스스로 목표 판 이틀 전 남조선 군 땅 치 라도 다치 놓 는다면 여직 껏 상상 보 못하 참변 당하 라고 엄중히 경고 남조선 군사 대결 선택 상황 오 ᆫ다면 부득이 핵전투 무력 자기 임무 수행 핵무력 사명 우선 그런 전쟁 말려들 자는 기본 일단 전쟁 상황 라면 사명 타방 군사력 일거 제거 바뀌 ᆫ다 전쟁 초기 주도 권 장악 타방 전쟁 의지 소각 장기전 막 자기 군사력 보존 핵전투 무력 동원 이런 상황 가 ᆫ다면 무섭 공격 가하 남조선 군 괴멸 전멸 가깝 참담 운명 감수 이것 결코 위협 남조선 군사 망 동질 경우 대응 후 과 상세 설명 동시 또한 남조선 핵보유국 상대 군사 망상 삼가하 리 유 설명 다 끔찍 말로 피하 방법 없이 건드리 말 망상 말 물론 그런 날아오 포탄 이나 막 궁리 앉 어도 우 언급 참변 피하 있 핵보유국 선제 타격 가당 망상 진짜 그야말로 미치 놈 객기 명백히 다시 한번 밝히 남조선 겨냥 총 포탄 발 쏘 무력 상대 이것 순수 핵보유국 군사력 대비 견해 가 서로 싸우 말 민족 근거 없이 자기 신상 위협 느끼 병 장애 하루 빨리 치유 기원 주체 일 평 양 끝,"sword
"
44,평양 일 발 조선중앙통신 조선로동당 제 비서 시 조선민주주의인민공화국 국방 위원회 제 위원장 시 조선 인민군 최고 사령관 신 경애 김정은 동지 께서 핵무기 연구 부문 과학자 기술자 만나 시 핵무기 병기 사업 지도 시 조선인민군 전략 군사령관 김락겸 대장 조선로동당 중앙 위원회 부부장 홍 영 칠 동지 김여정 동지 동행 경애 김정은 동지 현지 조선로동당 중앙 위원회 부부장 홍승무 동지 김정식 동지 조선로동당 중앙 위원회 군수 공업 부 일구 ᆫ들 핵무기 연구소 과학자 일군 맞이하 경애 김정은 동지 께서 당 주체 핵무력 건설 선 높이 받들 미덥 국방 과학 부문 핵과학자 기술자 이룩 자랑 차 핵무기 병기 성과 구체 료해하시 경애 김정은 동지 께서 각 전술 및 전략 탄도 로케트 전투 부들 핵무기 장착 병기 연구 정형 해설 주의 깊 듣 시 식 혼합 장 약 구조 설계 제작 위력 세 소형 핵탄두 구조 작용 원리 료해하시 경애 김정은 동지 께서 당 미덥 핵전투원 들이 핵과학자 기술자 당 병 진로 선 높이 받들 나라 방위력 강화 자위 억제력 억척 같이 다지 국방 과학 연구 사업 커다랗 성과 이룩 식 혼합 장 약 구조 로서 열 핵반응 순간 급속히 전개 있 합리 구조 설계 제작 핵탄두 정말 대단하 핵탄 경량 탄도 로케트 맞 표준 규격 실현 는데 이것 진짜 핵억제력 라고 조선 마음 먹 으면 못 내 커다랗 만족 표시 시 경애 김정은 동지 께서 핵무력 중추 자위 국방력 끊임없이 강화 나가 데 당 혁명 병 진로 선 과학자 기술자 일군 다시금 해설 시 당당 핵보유국 오늘날 강 위력 핵전쟁 억제력 기초 경제 건설 인민 생활 향상 투쟁 돌파구 열 나가 있 확고 담보 마련 말씀 시 경애 김정은 동지 께서 당 병 진로 선 자위 핵무력 강화 발전 시키 나라 방위력 철벽 다지 경제 건설 더욱 박차 가하 사회주의 강성 국가 건설 가장 혁명 정당 로선 라고 시 급변 정세 대처 일시 대응책 제국주의 핵위협 전횡 계속 한 항구 틀 쥐 나가 전략 로 선 라고 말씀 시 경애 김정은 동지 께서 주체 혁명 위업 최후 승리 이룩 려면 제국주의 련 합 세력 반대 장구 준엄 투쟁 속 최악 역경 도전 계속 뚫 나가 ᆫ다고 시 나라 핵억제력 두 어깨 걸머지 최 전방 전투원 ᆫ 핵과학자 날로 가증 적 무모 압살 책동 핵보검으 무섭 답 새기 조국 세상 누구 영원히 건드리 천하 무적 핵강국 빛 내 투쟁 저 선 당 조국 혁명 앞 지니 자기 영예 롭 사명 임무 다 나가 ᆫ다고 말씀 시 경애 김정은 동지 께서 핵시설 정상 운영 높 수준 보장 필요 핵물질 꽝꽝 생산 핵무기 기술 끊임없이 발전 시키 보다 위력 정밀 소형 핵무기 운반 수단 많이 만드 뿐 이미 실전 배 비 핵타격 수단 부단히 갱신 대책 세우 데 강조 시 경애 김정은 동지 께서 보유 핵무력 상대 진짜 적 핵전쟁 자체 라고 시 핵타격 능력 크 강하 ᆯ수록 침략 핵전쟁 억제 힘 그만큼 크 핵무력 질량 억척 같이 다지 나가 조국 강토 들씌우 핵전쟁 참화 막 있 가장 정당 믿 음직 길 라고 말씀 시 경애 김정은 동지 께서 핵선제 타격 권 결코 미국 독점물 라고 시 미제 자주권 생존권 핵덮치 려 들 주저 없이 핵먼저 냅다 치 라고 선언 시 경애 김정은 동지 께서 핵무기 연구 부문 과학자 기술자 당 핵무력 건설 구상 의도 높이 받들 조국 세계 핵보유국 떠받들 올리 자랑 스럽 승리 전통 잇 적 핵무력 완전히 제압 있 식 다양 주체 핵무기 많이 개발 생산 ᆷ 으로써 김일성 민족 김정일 조선 천만 미래 더욱 굳건히 담보 나가 리라는 크나크 기대 확신 표명 시 끝,"sword
"
3232,평양 일 발 조선중앙통신 일부 로동신문 개인 필명 론설 자주 권 수호 떨치 나서 조선 군대 인민 당하 자 세상 강조 론설 오늘 조미 대결 자주권 오직 강력 힘 의하 담보 ᆫ다고 다음 같이 지적 강 힘 정의 정의 반드시 승리 ᆫ다 지금 공화국 핵선제 공격 이미 정책 하고 접어들 미국 핵위협 보다 위력 식 정밀 핵타격 수단 맞서 나가 핵억제력 신뢰 자주 권 수호 무기 저 차 지하 핵시험 미국 비롯하 적대 세력 침략 도전 으로부터 나라 자주 권 안전 수호 조선반도 동북아시아 물론 세계 평화 보장 크 이바지 있 핵억제력 무진 막강 위력 확증 미국 현실 똑바로 이제 라도 침략 모험 핵전쟁 연습 당장 중지 함께 공화국 자주 권 란폭 침해 유엔 안전 보장 리 사회 제재 결의 또다시 조작 데 당장 사죄 평화 위성 발사 권리 인정 중요 대조 선 적대 시 정책 수정 론설 미국 대 조선 적대 시 정책 철회 공화국 계속 침략 패권주의 대외 정책 희생물 삼 으려 ᆫ다면 그것 자신 파멸 길 몰아가 자살 행위 뿐 라고 강조 끝,"badge
"
753,평양 일 발 조선중앙통신 일부 로동신문 개인 필명 론설 조선 보유 정의 핵억제력 전쟁 방지 평화 수호 강력 힘 라고 강조 력사 반전 구호 나 규탄 여론 평화 이룩 보이 론설 다음 같이 지적 일부 국제기구 오늘날 제국주의자 전쟁 정책 합리 도구 리용 조건 더욱 그러하 미국 악랄 대조 선 적대 시 정책 북침 핵전쟁 책동 오직 초 강경 대응 맞받 나가 핵억제력 비상 히 강화 ᆫ다는 뼈 새기 국가 핵무력 완성 중대 조치 다 계단 련 속 취하 이번 핵무기 병기 가장 높 단계 핵탄두 폭발 시험 단행 미국 남조선 괴뢰 반 공화국 압살 책동 최 절정 이르 이번 핵탄두 폭발 시험 미국 비롯하 적대 세력 위협 제재 소동 실제 대응 조치 일환 지금 미국 추종 세력 자위 핵탄두 폭발 시험 악의 차 걸 들 제재 강화 고리타분 수작 늘어놓 그것 핵위력 앞 기절초풍 자 얼빠지 넉두리 지나 는다 적 핵탄두 폭발 시험 당당 핵보유국 으로서 전략 지위 다시금 힘 있 과시 공화국 함부로 건드리 힘 압살 보 덤벼들 이야말로 섶 지 불 속 뛰여드 자멸 행위 어떤 제재 도발 위협 핵보유국 지위 허물 론설 천하 무도 정치 군사 도발 매달리 호전 광 차례 지 란 무 자비 핵세례 뿐 라고 경고 끝,"badge
"
12799,평양 일 발 조선중앙통신 일부 로동신문 개인 필명 론설 국제 정세 급변 제국주의자 아무리 발악 어도 선군 길 나아가 조선 전진 무엇 으로써 가로막 주장 론설 제국주의 자 끈질기 고립 압살 책동 속 조선 당당 핵보유국 위성 발사 국 였 새 세기 산업 혁명 북소리 힘차 울리 다음 같이 강조 오늘 총대 튼튼히 틀어잡 비단 혁명 국한 문제 가 군사력 약하 나라 민족 례외 없이 제국주의자 자주권 독립 침해 당하 거나 식민지 노예 불행 운명 강요 당하 현 국제 정세 자주권 귀중히 여기 나라 인민 정의 총 대 굳 틀 잡 더욱 절박 요구 혁명 총 대 더욱 굳건히 틀어잡 ᆫ다는 철리 지구 상 제국주의 존재 한 절대로 변하 당 선군정치 총대 홀시 망국 죽음 차례 지 총대 중시 반제 투쟁 반드시 승리 ᆫ다는 력사 교훈 실천 경험 기초 반제 투쟁 강 위력 무기 선군정치 위력 앞 제국주의자 반 공화국 포위 환 물론 핵공 갈도 미싸 일 소동 맥 추 못 제국주의자 갖 발악 다 어도 자기 선택 선군 길 꿋꿋이 걸어가 개 짖 어도 행렬 가 힘찬 진군 가로막 자 세상 끝,"badge
"
6365,평양 일 발 조선중앙통신 일부 로동신문 개인 필명 론설 공화국 담대 배짱 거대 잠재력 놀라움 찬탄 목소리 세계 도처 울리 나오 데 밝히 많 나라 언론 고도 정밀 타격 대상 목적 위력 임의 조정 있 높 수준 도달 국가 핵공격 능력 실패 미국 대 조선 정책 대대적 전하 론설 공화국 미국 대결 빛나 승리 거두 다음 같이 강조 이제 누구 나라 무진 막강 종합 국력 잠재력 무시 였 거대 영향력 행사 책임 핵보유국 으로서 공화국 전략 지위 부정 였 미국 공화국 압살 비렬하게도 추종 세력 동원 제재 봉쇄 도수 높이 오 군대 인민 전진 가로막 못 공화국 대국 라고 자처 나라 쩍 힘자랑 질 초 대국 행세 미국 가장 두려워하 강국 지위 당당히 올라서 미국 언제 핵불 세례 맞 을지 모르 항시 공포증 시달리 론설 위대하 당 병진 기치 높이 들 휘황 미래 향하 질풍노도 치 나아가 주체 조선 영웅 조선 인민 앞길 가로막 자 세상 강조 끝,"badge
"
6953,평양 일 발 조선중앙통신 얼마 전 남조선 괴뢰 국방부 장관 송영무 작전 계획 적극 군사 개념 발전 시키 라느니 북 핵미싸일 공격 징후 포착 즉각 선제 타격 방안 마련 라느니 기염 토하 일부 로동신문 개인 필명 론평 이자 망발 미국 대조 서 적대 시 정책 북침 전략 편승 한사코 대결 려는 호전 정체 스스로 드러내 라고 폭로 론평 ᆫ가 ᆽ 미국 꼭두각시 불과 송영무 따위 상전 등대 멋 없이 놀 대 꼴 실로 가소롭 그지없 조소 다음 같이 경고 괴뢰 호전 광 저 하내비 처럼 섬기 미국 드세 차 공격 앞 당황 망조 갈팡질팡 꼴 똑똑히 ᆫ다 경고 건대 괴뢰 호전 광 세계 핵강국 로케트 강국 공화국 전략 지위 무진 막강 위력 바로 못하 지금 처럼 미국 장단 춤추 설치 대 다가 크 화 당하 있 단단히 명심 조선반도 긴장 완화 평화 바라 외세 야합 엇 서 나가 민족 재난 몰아오 자 누구 든 추호 용서 괴뢰 호전 광 거듭 충고 경고 불구 북침 현훈 증 빠지 군사 도발 나오 ᆫ다면 종국 파멸 면 못하 끝,"badge
"
